Frequency (Hz),Period (uSecs),Max Duty Cycle (Percent),Max Pulse Width (uSecs),PWM Divider,PWM Range
"26,928",37.14,100.00%,37.14,23,31
"26,966",37.08,100.00%,37.08,2,356
"27,004",37.03,100.00%,37.03,3,237
"27,042",36.98,100.00%,36.98,2,355
"27,118",36.88,100.00%,36.88,2,354
"27,157",36.82,100.00%,36.82,7,101
"27,195",36.77,100.00%,36.77,2,353
"27,234",36.72,100.00%,36.72,3,235
"27,272",36.67,100.00%,36.67,2,352
"27,311",36.61,100.00%,36.61,19,37
"27,350",36.56,100.00%,36.56,39,18
"27,428",36.46,100.00%,36.46,2,350
"27,467",36.41,100.00%,36.41,3,233
"27,507",36.35,100.00%,36.35,2,349
"27,546",36.3,100.00%,36.3,17,41
"27,586",36.25,100.00%,36.25,2,348
"27,625",36.2,100.00%,36.2,5,139
"27,665",36.15,100.00%,36.15,2,347
"27,705",36.09,100.00%,36.09,33,21
"27,745",36.04,100.00%,36.04,2,346
"27,826",35.94,100.00%,35.94,2,345
"27,866",35.89,100.00%,35.89,53,13
"27,906",35.83,100.00%,35.83,2,344
"27,947",35.78,100.00%,35.78,3,229
"27,988",35.73,100.00%,35.73,2,343
"28,029",35.68,100.00%,35.68,5,137
"28,070",35.63,100.00%,35.63,2,342
"28,152",35.52,100.00%,35.52,2,341
"28,193",35.47,100.00%,35.47,3,227
"28,235",35.42,100.00%,35.42,2,340
"28,276",35.36,100.00%,35.36,7,97
"28,318",35.31,100.00%,35.31,2,339
"28,402",35.21,100.00%,35.21,2,338
"28,444",35.16,100.00%,35.16,3,225
"28,486",35.1,100.00%,35.1,2,337
"28,571",35,100.00%,35,42,16
"28,614",34.95,100.00%,34.95,11,61
"28,656",34.9,100.00%,34.9,2,335
"28,699",34.84,100.00%,34.84,3,223
"28,742",34.79,100.00%,34.79,2,334
"28,785",34.74,100.00%,34.74,23,29
"28,828",34.69,100.00%,34.69,2,333
"28,872",34.64,100.00%,34.64,35,19
"28,915",34.58,100.00%,34.58,2,332
"28,959",34.53,100.00%,34.53,3,221
"29,003",34.48,100.00%,34.48,2,331
"29,090",34.38,100.00%,34.38,33,20
"29,179",34.27,100.00%,34.27,2,329
"29,223",34.22,100.00%,34.22,73,9
"29,268",34.17,100.00%,34.17,2,328
"29,312",34.11,100.00%,34.11,5,131
"29,357",34.06,100.00%,34.06,2,327
"29,447",33.96,100.00%,33.96,2,326
"29,493",33.91,100.00%,33.91,3,217
"29,538",33.85,100.00%,33.85,2,325
"29,583",33.8,100.00%,33.8,11,59
"29,629",33.75,100.00%,33.75,2,324
"29,721",33.65,100.00%,33.65,2,323
"29,767",33.59,100.00%,33.59,3,215
"29,813",33.54,100.00%,33.54,2,322
"29,906",33.44,100.00%,33.44,2,321
"30,000",33.33,100.00%,33.33,2,320
"30,046",33.28,100.00%,33.28,3,213
"30,094",33.23,100.00%,33.23,2,319
"30,141",33.18,100.00%,33.18,7,91
"30,188",33.13,100.00%,33.13,53,12
"30,236",33.07,100.00%,33.07,5,127
"30,283",33.02,100.00%,33.02,2,317
"30,331",32.97,100.00%,32.97,3,211
"30,379",32.92,100.00%,32.92,2,316
"30,476",32.81,100.00%,32.81,35,18
"30,524",32.76,100.00%,32.76,17,37
"30,573",32.71,100.00%,32.71,2,314
"30,622",32.66,100.00%,32.66,33,19
"30,670",32.6,100.00%,32.6,2,313
"30,720",32.55,100.00%,32.55,5,125
"30,769",32.5,100.00%,32.5,2,312
"30,818",32.45,100.00%,32.45,7,89
"30,868",32.4,100.00%,32.4,2,311
"30,917",32.34,100.00%,32.34,207,3
"30,967",32.29,100.00%,32.29,2,310
"31,067",32.19,100.00%,32.19,2,309
"31,168",32.08,100.00%,32.08,44,14
"31,219",32.03,100.00%,32.03,3,205
"31,270",31.98,100.00%,31.98,2,307
"31,372",31.88,100.00%,31.88,2,306
"31,423",31.82,100.00%,31.82,47,13
"31,475",31.77,100.00%,31.77,122,5
"31,527",31.72,100.00%,31.72,3,203
"31,578",31.67,100.00%,31.67,2,304
"31,683",31.56,100.00%,31.56,202,3
"31,735",31.51,100.00%,31.51,5,121
"31,788",31.46,100.00%,31.46,2,302
"31,840",31.41,100.00%,31.41,3,201
"31,893",31.35,100.00%,31.35,2,301
"32,000",31.25,100.00%,31.25,2,300
"32,107",31.15,100.00%,31.15,2,299
"32,160",31.09,100.00%,31.09,3,199
"32,214",31.04,100.00%,31.04,2,298
"32,268",30.99,100.00%,30.99,35,17
"32,323",30.94,100.00%,30.94,2,297
"32,432",30.83,100.00%,30.83,2,296
"32,487",30.78,100.00%,30.78,3,197
"32,542",30.73,100.00%,30.73,2,295
"32,597",30.68,100.00%,30.68,19,31
"32,653",30.63,100.00%,30.63,2,294
"32,764",30.52,100.00%,30.52,2,293
"32,820",30.47,100.00%,30.47,3,195
"32,876",30.42,100.00%,30.42,2,292
"32,933",30.36,100.00%,30.36,11,53
"32,989",30.31,100.00%,30.31,194,3
"33,046",30.26,100.00%,30.26,7,83
"33,103",30.21,100.00%,30.21,2,290
"33,160",30.16,100.00%,30.16,3,193
"33,217",30.1,100.00%,30.1,2,289
"33,333",30,100.00%,30,2,288
"33,391",29.95,100.00%,29.95,5,115
"33,449",29.9,100.00%,29.9,2,287
"33,507",29.84,100.00%,29.84,3,191
"33,566",29.79,100.00%,29.79,2,286
"33,684",29.69,100.00%,29.69,2,285
"33,802",29.58,100.00%,29.58,2,284
"33,862",29.53,100.00%,29.53,3,189
"33,922",29.48,100.00%,29.48,2,283
"33,982",29.43,100.00%,29.43,5,113
"34,042",29.38,100.00%,29.38,2,282
"34,163",29.27,100.00%,29.27,2,281
"34,224",29.22,100.00%,29.22,3,187
"34,285",29.17,100.00%,29.17,2,280
"34,347",29.11,100.00%,29.11,43,13
"34,408",29.06,100.00%,29.06,2,279
"34,532",28.96,100.00%,28.96,2,278
"34,594",28.91,100.00%,28.91,3,185
"34,657",28.85,100.00%,28.85,2,277
"34,719",28.8,100.00%,28.8,7,79
"34,782",28.75,100.00%,28.75,2,276
"34,845",28.7,100.00%,28.7,19,29
"34,909",28.65,100.00%,28.65,2,275
"34,972",28.59,100.00%,28.59,3,183
"35,036",28.54,100.00%,28.54,2,274
"35,164",28.44,100.00%,28.44,2,273
"35,229",28.39,100.00%,28.39,109,5
"35,294",28.33,100.00%,28.33,2,272
"35,359",28.28,100.00%,28.28,3,181
"35,424",28.23,100.00%,28.23,2,271
"35,555",28.13,100.00%,28.13,2,270
"35,621",28.07,100.00%,28.07,7,77
"35,687",28.02,100.00%,28.02,2,269
"35,754",27.97,100.00%,27.97,3,179
"35,820",27.92,100.00%,27.92,2,268
"35,887",27.86,100.00%,27.86,5,107
"35,955",27.81,100.00%,27.81,2,267
"36,022",27.76,100.00%,27.76,13,41
"36,090",27.71,100.00%,27.71,2,266
"36,158",27.66,100.00%,27.66,3,177
"36,226",27.6,100.00%,27.6,2,265
"36,294",27.55,100.00%,27.55,23,23
"36,363",27.5,100.00%,27.5,2,264
"36,432",27.45,100.00%,27.45,17,31
"36,501",27.4,100.00%,27.4,2,263
"36,571",27.34,100.00%,27.34,35,15
"36,641",27.29,100.00%,27.29,2,262
"36,781",27.19,100.00%,27.19,2,261
"36,923",27.08,100.00%,27.08,2,260
"36,994",27.03,100.00%,27.03,3,173
"37,065",26.98,100.00%,26.98,2,259
"37,137",26.93,100.00%,26.93,11,47
"37,209",26.88,100.00%,26.88,2,258
"37,281",26.82,100.00%,26.82,5,103
"37,354",26.77,100.00%,26.77,2,257
"37,426",26.72,100.00%,26.72,3,171
"37,500",26.67,100.00%,26.67,2,256
"37,573",26.61,100.00%,26.61,73,7
"37,647",26.56,100.00%,26.56,2,255
"37,795",26.46,100.00%,26.46,2,254
"37,869",26.41,100.00%,26.41,3,169
"37,944",26.35,100.00%,26.35,2,253
"38,019",26.3,100.00%,26.3,5,101
"38,019",26.3,100.00%,26.3,5,101
"38,095",26.25,100.00%,26.25,2,252
"38,247",26.15,100.00%,26.15,2,251
"38,323",26.09,100.00%,26.09,3,167
"38,400",26.04,100.00%,26.04,2,250
"38,554",25.94,100.00%,25.94,2,249
"38,631",25.89,100.00%,25.89,7,71
"38,709",25.83,100.00%,25.83,2,248
"38,787",25.78,100.00%,25.78,3,165
"38,866",25.73,100.00%,25.73,2,247
"38,945",25.68,100.00%,25.68,17,29
"39,024",25.63,100.00%,25.63,2,246
"39,183",25.52,100.00%,25.52,2,245
"39,263",25.47,100.00%,25.47,3,163
"39,344",25.42,100.00%,25.42,2,244
"39,506",25.31,100.00%,25.31,2,243
"39,587",25.26,100.00%,25.26,5,97
"39,669",25.21,100.00%,25.21,2,242
"39,751",25.16,100.00%,25.16,3,161
"39,834",25.1,100.00%,25.1,2,241
"39,916",25.05,100.00%,25.05,13,37
"40,000",25,100.00%,25,2,240
"40,167",24.9,100.00%,24.9,2,239
"40,251",24.84,100.00%,24.84,53,9
"40,336",24.79,100.00%,24.79,2,238
"40,421",24.74,100.00%,24.74,5,95
"40,506",24.69,100.00%,24.69,2,237
"40,591",24.64,100.00%,24.64,11,43
"40,677",24.58,100.00%,24.58,2,236
"40,764",24.53,100.00%,24.53,3,157
"40,851",24.48,100.00%,24.48,2,235
"40,938",24.43,100.00%,24.43,7,67
"41,025",24.38,100.00%,24.38,2,234
"41,201",24.27,100.00%,24.27,2,233
"41,290",24.22,100.00%,24.22,3,155
"41,379",24.17,100.00%,24.17,2,232
"41,558",24.06,100.00%,24.06,33,14
"41,739",23.96,100.00%,23.96,2,230
"41,830",23.91,100.00%,23.91,3,153
"41,921",23.85,100.00%,23.85,2,229
"42,105",23.75,100.00%,23.75,2,228
"42,197",23.7,100.00%,23.7,35,13
